edd_id,customer_id,investigation_start,investigation_end,edd_reason,steps_taken,outcome,notes,senior_reviewer,regulatory_filing
EDD_0ADE1A4460,CUST_D57BEEE5,2025-09-21,2025-10-17,Source of funds verification required,"Enhanced document collection, Transaction pattern analysis, External database screening, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_A5C693C713,CUST_97BBD1B1,2022-12-21,2023-02-04,PEP association identified,"Enhanced document collection, Regulatory filing assessment, Beneficial ownership analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_D079D90402,CUST_97BBD1B1,2023-03-16,2023-03-27,Geographic risk factors,"Source of wealth verification, Transaction pattern analysis, Regulatory filing assessment, Management review, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_ECC0726D44,CUST_97BBD1B1,2023-06-11,2023-07-18,Unusual transaction patterns detected,"Source of wealth verification, Enhanced document collection, External database screening, Transaction pattern analysis, Beneficial ownership analysis, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_784CB8BB42,CUST_97BBD1B1,2023-08-26,2023-10-04,Sanctions screening alert,"Management review, Transaction pattern analysis, Source of wealth verification, Beneficial ownership analysis, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,SAR Filed
EDD_6DE5E6EE47,CUST_97BBD1B1,2023-11-23,2023-12-06,Geographic risk factors,"Regulatory filing assessment, Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification, External database screening, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_CD4E386FEB,CUST_97BBD1B1,2024-03-07,2024-04-05,Source of funds verification required,"Management review, Transaction pattern analysis, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_F0AC71A235,CUST_97BBD1B1,2024-06-11,2024-07-09,Large value transactions,"Enhanced document collection, Management review, Beneficial ownership analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_326CD26F86,CUST_97BBD1B1,2024-09-23,2024-10-16,PEP association identified,"External database screening, Source of wealth verification, Transaction pattern analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_B965F46F9C,CUST_97BBD1B1,2024-12-15,2025-01-21,Source of funds verification required,"Beneficial ownership analysis, Enhanced document collection, Source of wealth verification, Management review, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_464C5595A4,CUST_97BBD1B1,2025-03-06,2025-04-18,Source of funds verification required,"Transaction pattern analysis, Source of wealth verification, Beneficial ownership analysis, Management review, Enhanced document collection, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Lisa Anderson,No filing required
EDD_2BB278D9D1,CUST_6A3D7853,2023-03-30,2023-04-21,Source of funds verification required,"Beneficial ownership analysis, Management review, External database screening",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_82607342EF,CUST_6A3D7853,2025-09-11,2025-10-26,Geographic risk factors,"Beneficial ownership analysis, External database screening, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_36F4391D7F,CUST_AD37BEDA,2023-04-02,2023-05-03,Sanctions screening alert,"Enhanced document collection, Management review, Transaction pattern analysis, Source of wealth verification, External database screening, Beneficial ownership analysis",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Maria Garcia,No filing required
EDD_F496AF373F,CUST_AD37BEDA,2023-09-23,2023-10-28,Elevated risk score,"Transaction pattern analysis, Beneficial ownership analysis, Regulatory filing assessment, Enhanced document collection, Management review",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_30A754FC5A,CUST_AD37BEDA,2023-12-06,2024-01-14,PEP association identified,"Beneficial ownership analysis, Enhanced document collection, Management review, External database screening, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_03BCF80D8A,CUST_AD37BEDA,2024-01-18,2024-02-12,Elevated risk score,"Management review, Enhanced document collection, Source of wealth verification, External database screening, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_47303A71C9,CUST_AD37BEDA,2024-06-13,2024-06-26,Elevated risk score,"Regulatory filing assessment, Source of wealth verification, Management review, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_1B855B47DA,CUST_AD37BEDA,2024-07-08,2024-07-31,Sanctions screening alert,"Enhanced document collection, Beneficial ownership analysis, Transaction pattern analysis, External database screening, Source of wealth verification, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,SAR Filed
EDD_C0E8D9DCAB,CUST_AD37BEDA,2024-08-07,2024-09-07,Source of funds verification required,"Source of wealth verification, Beneficial ownership analysis, Regulatory filing assessment, Enhanced document collection, Management review",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Maria Garcia,No filing required
EDD_AE562A2C35,CUST_AD37BEDA,2024-09-08,2024-09-30,Large value transactions,"Transaction pattern analysis, Regulatory filing assessment, Enhanced document collection, Beneficial ownership analysis, Source of wealth verification, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_5BBD94163C,CUST_AD37BEDA,2024-10-12,2024-10-21,Geographic risk factors,"Source of wealth verification, Regulatory filing assessment, External database screening, Enhanced document collection, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_47C0438359,CUST_AD37BEDA,2024-11-07,2024-12-09,PEP association identified,"Regulatory filing assessment, Enhanced document collection, Source of wealth verification, Beneficial ownership analysis, External database screening, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_83D0A3FF14,CUST_AD37BEDA,2024-11-26,2025-01-05,Large value transactions,"Transaction pattern analysis, Enhanced document collection, Management review",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Michael Rodriguez,No filing required
EDD_0C69A04302,CUST_AD37BEDA,2024-12-13,2024-12-20,Large value transactions,"Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment, External database screening, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_4281956D1A,CUST_AD37BEDA,2025-01-08,2025-02-18,Elevated risk score,"External database screening, Transaction pattern analysis, Beneficial ownership analysis, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,SAR Filed
EDD_659DF020F1,CUST_AD37BEDA,2025-02-12,2025-02-20,Sanctions screening alert,"Enhanced document collection, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_6CB27B873E,CUST_AD37BEDA,2025-03-02,2025-04-16,Source of funds verification required,"Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, Transaction pattern analysis, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_CBCF356B07,CUST_AD37BEDA,2025-04-11,2025-05-25,Large value transactions,"Enhanced document collection, Beneficial ownership analysis, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_320630875D,CUST_AD37BEDA,2025-05-11,2025-05-23,Sanctions screening alert,"Enhanced document collection, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_547D349F16,CUST_AD37BEDA,2025-06-10,2025-07-25,Elevated risk score,"Management review, External database screening, Enhanced document collection, Regulatory filing assessment, Transaction pattern analysis, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_B76C9DD7D5,CUST_AD37BEDA,2025-07-14,2025-07-26,Large value transactions,"Enhanced document collection, Beneficial ownership analysis, Source of wealth verification, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_4931E01D5E,CUST_AD37BEDA,2025-07-30,2025-08-11,Sanctions screening alert,"External database screening, Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_45D89D31C7,CUST_AD37BEDA,2025-08-20,2025-09-05,Unusual transaction patterns detected,"Source of wealth verification, Regulatory filing assessment, Enhanced document collection, Beneficial ownership analysis, Management review, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
